Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Sales,,
Home Office,Technology,Phone and Fax,Seattle,16-Sep-20,98103,Western,Early Delivery,Washington,2,287,,
Home Office,Technology,Phone and Fax,Seattle,9-Aug-18,98103,Western,Early Delivery,Washington,743,1856,,
Consumer,Technology,Printers,Seattle,11-Jun-21,98103,Western,Early Delivery,Washington,29,1575,,
Consumer,Technology,Printers,Seattle,12-Aug-21,98103,Western,Late Delivery,Washington,-2,269,,
Consumer,Office Supplies,Printing Paper,Seattle,16-Nov-21,98103,Western,Late Delivery,Washington,-7,32,,
Consumer,Office Supplies,Printing Paper,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,-4,21,,
Consumer,Office Supplies,Printing Paper,Seattle,11-May-21,98103,Western,Late Delivery,Washington,2,58,,
Consumer,Office Supplies,Printing Paper,Seattle,25-Aug-20,98103,Western,On Schedule,Washington,0,39,,
Consumer,Office Supplies,Printing Paper,Seattle,18-Oct-18,98103,Western,Late Delivery,Washington,16,72,,
Consumer,Office Supplies,Printing Paper,Seattle,11-Jun-21,98103,Western,Early Delivery,Washington,1,60,,
Consumer,Office Supplies,Printing Paper,Seattle,12-Aug-21,98103,Western,Late Delivery,Washington,3,250,,
Consumer,Office Supplies,Printing Paper,Seattle,7-Sep-20,98103,Western,Early Delivery,Washington,47,136,,
Corporate,Office Supplies,Printing Paper,Seattle,30-Sep-21,98103,Western,Late Delivery,Washington,1,1,,
Corporate,Office Supplies,Printing Paper,Seattle,30-Sep-21,98103,Western,Late Delivery,Washington,15,5,,
Corporate,Office Supplies,Printing Paper,Seattle,23-Dec-20,98103,Western,On Schedule,Washington,171,4,,
Corporate,Office Supplies,Printing Paper,Seattle,22-Jan-21,98103,Western,Early Delivery,Washington,0,5,,
Corporate,Office Supplies,Printing Paper,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,10,45,,
Corporate,Office Supplies,Printing Paper,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,450,87,,
Corporate,Office Supplies,Printing Paper,Seattle,22-Jan-21,98103,Western,Early Delivery,Washington,71,15,,
Corporate,Office Supplies,Printing Paper,Seattle,24-Nov-18,98103,Western,On Schedule,Washington,60,5,,
Corporate,Office Supplies,Printing Paper,Seattle,14-May-21,98103,Western,Early Delivery,Washington,50,8,,
Home Office,Office Supplies,Printing Paper,Seattle,8-Jul-21,98103,Western,Early Delivery,Washington,73,6,,
Consumer,Office Furniture,Standard Desks,Seattle,2-Mar-19,98103,Western,Early Delivery,Washington,-7,6,,
Consumer,Office Furniture,Standard Desks,Seattle,16-Mar-19,98103,Western,Early Delivery,Washington,16,6,,
Consumer,Office Furniture,Standard Desks,Seattle,21-Dec-19,98103,Western,On Schedule,Washington,-5,51,,
Corporate,Office Furniture,Standard Desks,Seattle,1-Sep-21,98103,Western,On Schedule,Washington,19,6,,
Corporate,Office Furniture,Standard Desks,Seattle,13-Jun-20,98103,Western,Early Delivery,Washington,4,6,,
Corporate,Office Furniture,Standard Desks,Seattle,26-Mar-19,98103,Western,Early Delivery,Washington,214,19,,
Consumer,Office Supplies,Stationary Supplies,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,-8,20,,
Corporate,Office Supplies,Stationary Supplies,Seattle,14-Feb-18,98103,Western,Early Delivery,Washington,-4,37,,
Corporate,Office Supplies,Stationary Supplies,Seattle,14-May-21,98103,Western,Early Delivery,Washington,336,83,,
Consumer,Office Supplies,Storage and Archive,Seattle,16-Nov-21,98103,Western,Late Delivery,Washington,-63,7,,
Consumer,Office Supplies,Storage and Archive,Seattle,7-Mar-18,98103,Western,On Schedule,Washington,11,86,,
Consumer,Office Supplies,Storage and Archive,Seattle,13-Dec-21,98103,Western,On Schedule,Washington,18,11,,
Consumer,Office Supplies,Storage and Archive,Seattle,11-Jun-21,98103,Western,Early Delivery,Washington,3,12,,
Consumer,Office Supplies,Storage and Archive,Seattle,10-Sep-19,98103,Western,Early Delivery,Washington,6,16,,
Consumer,Office Supplies,Storage and Archive,Seattle,10-Jun-21,98103,Western,Early Delivery,Washington,28,29,,
Consumer,Office Supplies,Storage and Archive,Seattle,17-Sep-18,98103,Western,Early Delivery,Washington,12,13,,
Consumer,Office Supplies,Storage and Archive,Seattle,12-Oct-19,98103,Western,Early Delivery,Washington,79,111,,
Consumer,Office Supplies,Storage and Archive,Seattle,17-Sep-18,98103,Western,Early Delivery,Washington,14,20,,
Consumer,Office Supplies,Storage and Archive,Seattle,12-Aug-21,98103,Western,Late Delivery,Washington,19,67,,
Consumer,Office Supplies,Storage and Archive,Seattle,13-Nov-21,98103,Western,Early Delivery,Washington,13,21,,
Corporate,Office Supplies,Storage and Archive,Seattle,10-Dec-21,98103,Western,Early Delivery,Washington,-24,44,,
Corporate,Office Supplies,Storage and Archive,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,1,83,,
Corporate,Office Supplies,Storage and Archive,Seattle,24-Nov-18,98103,Western,On Schedule,Washington,14,23,,
Corporate,Office Supplies,Storage and Archive,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,1,15,,
Corporate,Office Supplies,Storage and Archive,Seattle,7-Mar-18,98103,Western,Early Delivery,Washington,-7,112,,
Corporate,Office Supplies,Storage and Archive,Seattle,24-Nov-18,98103,Western,On Schedule,Washington,9,40,,
Corporate,Office Supplies,Storage and Archive,Seattle,18-Aug-21,98103,Western,Late Delivery,Washington,66,29,,
Home Office,Office Supplies,Storage and Archive,Seattle,12-Apr-19,98103,Western,Late Delivery,Washington,275,42,,
Home Office,Office Supplies,Storage and Archive,Seattle,7-Dec-18,98103,Western,On Schedule,Washington,129,100,,
Consumer,Office Furniture,Storage Cabinets,Seattle,13-Mar-19,98103,Western,Late Delivery,Washington,9,11,,
Consumer,Office Furniture,Storage Cabinets,Seattle,30-Jan-20,98103,Western,Early Delivery,Washington,14,181,,
Consumer,Office Furniture,Storage Cabinets,Seattle,11-Jun-21,98103,Western,Early Delivery,Washington,85,42,,
Consumer,Office Furniture,Storage Cabinets,Seattle,29-Jul-21,98103,Western,Early Delivery,Washington,-29,56,,
Corporate,Office Furniture,Storage Cabinets,Seattle,30-Jul-18,98103,Western,On Schedule,Washington,144,14,,
Home Office,Office Supplies,Artwork and Statues,Seattle,28-May-19,98105,Western,On Schedule,Washington,-5,31,,
Consumer,Office Supplies,Artwork and Statues,Seattle,4-Jun-19,98105,Western,On Schedule,Washington,-1307,71,,
Consumer,Office Supplies,Artwork and Statues,Seattle,21-Oct-20,98105,Western,On Schedule,Washington,-34,51,,
Consumer,Office Supplies,Artwork and Statues,Seattle,24-Sep-19,98105,Western,Early Delivery,Washington,0,141,,
Consumer,Office Supplies,Artwork and Statues,Seattle,11-Aug-18,98105,Western,Early Delivery,Washington,6,50,,
Consumer,Office Supplies,Artwork and Statues,Seattle,12-Feb-21,98105,Western,On Schedule,Washington,4,15,,
Consumer,Office Supplies,Artwork and Statues,Seattle,14-Sep-20,98105,Western,Early Delivery,Washington,98,24,,
Home Office,Office Supplies,Artwork and Statues,Seattle,26-Mar-21,98105,Western,Late Delivery,Washington,14,511,,
Home Office,Office Supplies,Artwork and Statues,Seattle,28-Aug-21,98105,Western,On Schedule,Washington,11,437,,
Home Office,Office Supplies,Artwork and Statues,Seattle,1-Dec-19,98105,Western,Early Delivery,Washington,11,65,,
Home Office,Office Supplies,Artwork and Statues,Seattle,20-Nov-19,98105,Western,Early Delivery,Washington,-1,9,,
Consumer,Technology,Cables and Connectors,Seattle,18-Nov-21,98105,Western,Late Delivery,Washington,5,5,,
Consumer,Technology,Cables and Connectors,Seattle,16-Jul-20,98105,Western,Late Delivery,Washington,2,3,,
Consumer,Technology,Cables and Connectors,Seattle,3-Nov-21,98105,Western,Early Delivery,Washington,-6,22,,
Consumer,Technology,Cables and Connectors,Seattle,27-Feb-19,98105,Western,Early Delivery,Washington,1,12,,
Consumer,Technology,Cables and Connectors,Seattle,12-Feb-21,98105,Western,On Schedule,Washington,7,9,,
Consumer,Technology,Cables and Connectors,Seattle,4-Nov-20,98105,Western,Early Delivery,Washington,25,5,,
Consumer,Technology,Cables and Connectors,Seattle,9-Dec-20,98105,Western,Late Delivery,Washington,3,15,,
Corporate,Technology,Cables and Connectors,Seattle,27-Jun-21,98105,Western,Early Delivery,Washington,2,400,,
Corporate,Technology,Cables and Connectors,Seattle,18-Aug-21,98105,Western,Early Delivery,Washington,125,822,,
Corporate,Technology,Cables and Connectors,Seattle,18-Aug-21,98105,Western,Early Delivery,Washington,135,101,,
Home Office,Technology,Cables and Connectors,Seattle,9-May-21,98105,Western,Late Delivery,Washington,-33,48,,
Home Office,Technology,Cables and Connectors,Seattle,3-Jul-21,98105,Western,On Schedule,Washington,5,197,,
Home Office,Technology,Cables and Connectors,Seattle,3-Jul-21,98105,Western,On Schedule,Washington,11,47,,
Home Office,Technology,Cables and Connectors,Seattle,20-Nov-19,98105,Western,Early Delivery,Washington,52,438,,
Home Office,Technology,Cables and Connectors,Seattle,6-Nov-21,98105,Western,Late Delivery,Washington,5,252,,
Corporate,Office Furniture,Computer Chairs,Seattle,3-Nov-21,98105,Western,Early Delivery,Washington,-5,575,,
Corporate,Office Furniture,Computer Chairs,Seattle,1-Oct-21,98105,Western,Late Delivery,Washington,1,41,,
Consumer,Office Furniture,Computer Chairs,Seattle,11-Sep-21,98105,Western,On Schedule,Washington,8,53,,
Consumer,Office Furniture,Computer Chairs,Seattle,22-Aug-20,98105,Western,Late Delivery,Washington,7,119,,
Corporate,Office Furniture,Computer Chairs,Seattle,10-Feb-21,98105,Western,Early Delivery,Washington,8,60,,
Home Office,Office Furniture,Computer Chairs,Seattle,1-Dec-19,98105,Western,Late Delivery,Washington,-10,120,,
Home Office,Office Furniture,Computer Chairs,Seattle,6-Nov-21,98105,Western,Late Delivery,Washington,11,114,,
Consumer,Office Furniture,Corner Desks,Seattle,21-Oct-20,98105,Western,On Schedule,Washington,13,588,,
Consumer,Office Furniture,Corner Desks,Seattle,16-Jul-20,98105,Western,Late Delivery,Washington,59,348,,
Consumer,Office Furniture,Corner Desks,Seattle,26-Oct-18,98105,Western,Late Delivery,Washington,62,1080,,
Consumer,Office Furniture,Corner Desks,Seattle,16-Jul-20,98105,Western,Late Delivery,Washington,1,2400,,
Consumer,Office Furniture,Corner Desks,Seattle,12-Feb-21,98105,Western,On Schedule,Washington,2,1705,,
Consumer,Office Furniture,Corner Desks,Seattle,11-Aug-18,98105,Western,Early Delivery,Washington,4,35,,
Consumer,Office Furniture,Corner Desks,Seattle,17-Jun-18,98105,Western,Early Delivery,Washington,1,117,,
Consumer,Office Furniture,Corner Desks,Seattle,27-Apr-21,98105,Western,Early Delivery,Washington,6,11200,,
Corporate,Office Furniture,Corner Desks,Seattle,4-May-18,98105,Western,Late Delivery,Washington,10,140,,
Corporate,Office Furniture,Corner Desks,Seattle,27-Jun-21,98105,Western,Early Delivery,Washington,53,58,,
Corporate,Office Furniture,Corner Desks,Seattle,18-Nov-18,98105,Western,Late Delivery,Washington,23,122,,
Corporate,Office Furniture,Corner Desks,Seattle,1-Dec-21,98105,Western,Early Delivery,Washington,21,23,,
Home Office,Office Furniture,Corner Desks,Seattle,20-Nov-19,98105,Western,Early Delivery,Washington,258,150,,
Home Office,Office Furniture,Corner Desks,Seattle,21-Mar-21,98105,Western,Early Delivery,Washington,1,360,,
Home Office,Office Furniture,Corner Desks,Seattle,23-Nov-20,98105,Western,Late Delivery,Washington,188,158,,
Consumer,Office Supplies,Envelopes,Seattle,7-Dec-19,98105,Western,Late Delivery,Washington,3,1,,
Consumer,Office Supplies,Envelopes,Seattle,18-Nov-21,98105,Western,Late Delivery,Washington,4,29,,
Consumer,Office Supplies,Envelopes,Seattle,5-Dec-20,98105,Western,On Schedule,Washington,40,200,,
Consumer,Office Supplies,Envelopes,Seattle,11-Aug-18,98105,Western,Early Delivery,Washington,18,27,,
Consumer,Office Supplies,Envelopes,Seattle,11-May-20,98105,Western,Early Delivery,Washington,80,390,,
Consumer,Office Supplies,Envelopes,Seattle,22-Aug-20,98105,Western,Late Delivery,Washington,92,395,,
Consumer,Office Supplies,Envelopes,Seattle,17-Jun-18,98105,Western,Early Delivery,Washington,7,200,,
Home Office,Office Supplies,Envelopes,Seattle,2-Oct-21,98105,Western,Early Delivery,Washington,1,1500,,
Home Office,Office Supplies,Envelopes,Seattle,21-Mar-21,98105,Western,Early Delivery,Washington,28,54,,
Corporate,Office Supplies,Folders,Seattle,1-Oct-21,98105,Western,Late Delivery,Washington,45,64,,
Corporate,Office Supplies,Folders,Seattle,1-Jul-18,98105,Western,Late Delivery,Washington,5,18,,
Consumer,Office Supplies,Folders,Seattle,29-May-19,98105,Western,Early Delivery,Washington,0,36,,
Consumer,Office Supplies,Folders,Seattle,18-Nov-21,98105,Western,Late Delivery,Washington,-15,113,,
Consumer,Office Supplies,Folders,Seattle,23-Nov-20,98105,Western,Late Delivery,Washington,-3,3358,,
Consumer,Office Supplies,Folders,Seattle,5-Nov-19,98105,Western,On Schedule,Washington,3,43,,
Consumer,Office Supplies,Folders,Seattle,11-Sep-21,98105,Western,On Schedule,Washington,1,204,,
Consumer,Office Supplies,Folders,Seattle,23-Sep-21,98105,Western,Early Delivery,Washington,21,29,,
Consumer,Office Supplies,Folders,Seattle,3-Feb-18,98105,Western,On Schedule,Washington,6,31,,
Consumer,Office Supplies,Folders,Seattle,16-Jul-20,98105,Western,Late Delivery,Washington,46,627,,
Consumer,Office Supplies,Folders,Seattle,24-Sep-19,98105,Western,Early Delivery,Washington,4,605,,
Consumer,Office Supplies,Folders,Seattle,3-Feb-18,98105,Western,On Schedule,Washington,6,68,,
Consumer,Office Supplies,Folders,Seattle,2-Aug-19,98105,Western,Early Delivery,Washington,12,2880,,
Consumer,Office Supplies,Folders,Seattle,9-Dec-20,98105,Western,Late Delivery,Washington,8,4159,,
Consumer,Office Supplies,Folders,Seattle,7-Jul-20,98105,Western,On Schedule,Washington,31,704,,
Consumer,Office Supplies,Folders,Seattle,17-Jun-18,98105,Western,Early Delivery,Washington,9,1440,,
Consumer,Office Supplies,Folders,Seattle,5-Dec-20,98105,Western,On Schedule,Washington,19,34,,
Consumer,Office Supplies,Folders,Seattle,28-May-18,98105,Western,Early Delivery,Washington,5,960,,
Consumer,Office Supplies,Folders,Seattle,16-Aug-20,98105,Western,Early Delivery,Washington,6,210,,
Consumer,Office Supplies,Folders,Seattle,30-Sep-18,98105,Western,Early Delivery,Washington,70,31,,
Consumer,Office Supplies,Folders,Seattle,5-Dec-20,98105,Western,On Schedule,Washington,11,800,,
Consumer,Office Supplies,Folders,Seattle,14-Sep-20,98105,Western,Early Delivery,Washington,10,240,,
Corporate,Office Supplies,Folders,Seattle,17-Sep-19,98105,Western,Late Delivery,Washington,324,201,,
Corporate,Office Supplies,Folders,Seattle,13-Apr-21,98105,Western,Late Delivery,Washington,648,485,,
Corporate,Office Supplies,Folders,Seattle,10-Nov-21,98105,Western,Early Delivery,Washington,130,105,,
Corporate,Office Supplies,Folders,Seattle,23-Oct-19,98105,Western,Early Delivery,Washington,28,256,,
Corporate,Office Supplies,Folders,Seattle,25-Nov-20,98105,Western,On Schedule,Washington,1,17,,
Corporate,Office Supplies,Folders,Seattle,21-May-19,98105,Western,Early Delivery,Washington,3,60,,
Corporate,Office Supplies,Folders,Seattle,15-Feb-18,98105,Western,Early Delivery,Washington,9,1688,,
Corporate,Office Supplies,Folders,Seattle,1-Dec-21,98105,Western,Early Delivery,Washington,20,8,,
Home Office,Office Supplies,Folders,Seattle,9-May-21,98105,Western,Late Delivery,Washington,49,8,,
Home Office,Office Supplies,Folders,Seattle,23-Mar-21,98105,Western,Late Delivery,Washington,67,672,,
Home Office,Office Supplies,Folders,Seattle,28-Aug-21,98105,Western,On Schedule,Washington,8,147,,
Home Office,Office Supplies,Folders,Seattle,21-Mar-21,98105,Western,Early Delivery,Washington,77,177,,
Consumer,Office Supplies,Kitchen Appliances,Seattle,23-Sep-21,98105,Western,Early Delivery,Washington,1,72,,
Consumer,Office Supplies,Kitchen Appliances,Seattle,9-Dec-20,98105,Western,Late Delivery,Washington,3,42,,
Consumer,Office Supplies,Kitchen Appliances,Seattle,9-Dec-20,98105,Western,Late Delivery,Washington,2,2395,,
Consumer,Office Supplies,Kitchen Appliances,Seattle,22-Aug-20,98105,Western,Late Delivery,Washington,16,476,,
Corporate,Office Supplies,Kitchen Appliances,Seattle,4-May-18,98105,Western,Late Delivery,Washington,27,1000,,
Consumer,Office Supplies,Label Maker Tape,Seattle,7-Dec-19,98105,Western,Late Delivery,Washington,17,300,,
Consumer,Office Supplies,Label Maker Tape,Seattle,4-Jun-19,98105,Western,On Schedule,Washington,-33,518,,
Consumer,Office Supplies,Label Maker Tape,Seattle,16-Jul-20,98105,Western,Late Delivery,Washington,7,378,,
Corporate,Office Supplies,Label Maker Tape,Seattle,30-Mar-18,98105,Western,Early Delivery,Washington,15,450,,
Consumer,Technology,Phone and Fax,Seattle,11-Sep-21,98105,Western,On Schedule,Washington,3,1000,,
Consumer,Technology,Phone and Fax,Seattle,16-Jul-20,98105,Western,Late Delivery,Washington,6,115,,
Consumer,Technology,Phone and Fax,Seattle,26-Oct-18,98105,Western,Late Delivery,Washington,2,14,,
Consumer,Technology,Phone and Fax,Seattle,7-Jul-20,98105,Western,On Schedule,Washington,8,27,,
Consumer,Technology,Phone and Fax,Seattle,5-Dec-20,98105,Western,On Schedule,Washington,5,222,,
Consumer,Technology,Phone and Fax,Seattle,5-Dec-20,98105,Western,On Schedule,Washington,4,1002,,
Corporate,Technology,Phone and Fax,Seattle,10-Feb-21,98105,Western,Early Delivery,Washington,2,259,,
Home Office,Technology,Phone and Fax,Seattle,29-Jan-21,98105,Western,Late Delivery,Washington,42,320,,
Home Office,Technology,Phone and Fax,Seattle,3-Jul-21,98105,Western,On Schedule,Washington,15,160,,
Home Office,Technology,Phone and Fax,Seattle,16-Mar-21,98105,Western,Early Delivery,Washington,67,120,,
Home Office,Technology,Phone and Fax,Seattle,2-Oct-21,98105,Western,Early Delivery,Washington,25,758,,
Home Office,Technology,Phone and Fax,Seattle,19-Mar-19,98105,Western,On Schedule,Washington,115,1718,,
Home Office,Technology,Phone and Fax,Seattle,28-Aug-21,98105,Western,On Schedule,Washington,24,1416,,
Consumer,Technology,Printers,Seattle,2-Aug-19,98105,Western,Early Delivery,Washington,42,50,,
Consumer,Technology,Printers,Seattle,22-Aug-20,98105,Western,Late Delivery,Washington,13,637,,
Home Office,Technology,Printers,Seattle,3-Jul-21,98105,Western,On Schedule,Washington,147,813,,
Corporate,Office Supplies,Printing Paper,Seattle,3-Nov-21,98105,Western,Early Delivery,Washington,-47,601,,
Corporate,Office Supplies,Printing Paper,Seattle,1-Oct-21,98105,Western,Late Delivery,Washington,4,260,,
Corporate,Office Supplies,Printing Paper,Seattle,1-Oct-21,98105,Western,Late Delivery,Washington,1,200,,
Consumer,Office Supplies,Printing Paper,Seattle,29-May-19,98105,Western,Early Delivery,Washington,57,312,,
